"","formulary_id","formulary_version","contract_year","ndc","tier_level_value","quantity_limit_yn","quantity_limit_amount","quantity_limit_days","prior_authorization_yn","step_therapy_yn","step_therapy_groups","labelname","drugname","_merge"
"1",7316,8,2007,2050101,3,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"2",7223,4,2007,2050101,4,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"3",7670,13,2007,2050101,3,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"4",7652,14,2007,2050101,3,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"5",7517,8,2007,2050101,4,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"6",7984,8,2007,2050101,3,"N","","","Y","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"7",7700,15,2007,2050101,5,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"8",7835,8,2007,2050101,3,"N","","","Y","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"9",7994,3,2007,2050101,3,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"10",7313,7,2007,2050101,3,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"11",7656,13,2007,2050101,4,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"12",7398,10,2007,2050101,5,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"13",7737,8,2007,2050101,3,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"14",7284,18,2007,2050101,3,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"15",7000,8,2007,2050101,4,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"16",7437,12,2007,2050101,3,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"17",7302,13,2007,2050101,3,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"18",7470,8,2007,2050101,3,"N","","","Y","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"19",7642,13,2007,2050101,4,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"20",7826,14,2007,2050101,3,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"21",7349,11,2007,2050101,3,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"22",7666,5,2007,2050101,4,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"23",7467,15,2007,2050101,3,"N","","","Y","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"24",7488,8,2007,2050101,4,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"25",7724,15,2007,2050101,4,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"26",7493,13,2007,2050101,3,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"27",7781,14,2007,2050101,4,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"28",7400,5,2007,2050101,4,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"29",7512,9,2007,2050101,3,"N","","","Y","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"30",7385,5,2007,2050101,2,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"31",7446,20,2007,2050101,5,"N","","","Y","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"32",7485,8,2007,2050101,3,"N","","","Y","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"33",7736,8,2007,2050101,1,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"34",7858,15,2007,2050101,4,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"35",7739,5,2007,2050101,2,"N","","","Y","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"36",7454,12,2007,2050101,3,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"37",7127,9,2007,2050101,5,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"38",7819,11,2007,2050101,5,"N","","","Y","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"39",7436,3,2007,2050101,4,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"40",7483,16,2007,2050101,3,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"41",7608,12,2007,2050101,3,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"42",7498,11,2007,2050101,3,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"43",7605,14,2007,2050101,2,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"44",7659,13,2007,2050101,4,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"45",7871,9,2007,2050101,3,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"46",7767,5,2007,2050101,3,"N","","","Y","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"47",7426,14,2007,2050101,3,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"48",7748,12,2007,2050101,1,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"49",7530,13,2007,2050101,3,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"50",7236,4,2007,2050101,4,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"51",7885,7,2007,2050101,3,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"52",7504,12,2007,2050101,2,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"53",7712,10,2007,2050101,1,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"54",7476,16,2007,2050101,2,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"55",7845,7,2007,2050101,5,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"56",7484,13,2007,2050101,1,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"57",7435,12,2007,2050101,2,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"58",7825,11,2007,2050101,4,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"59",7750,11,2007,2050101,1,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"60",7738,5,2007,2050101,3,"N","","","Y","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"61",7721,12,2007,2050101,3,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"62",7243,22,2007,2050101,4,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"63",7326,7,2007,2050101,3,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"64",7742,7,2007,2050101,3,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"65",7732,10,2007,2050101,2,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"66",7631,18,2007,2050101,2,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"67",7364,12,2007,2050101,4,"N","","","Y","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"68",7791,7,2007,2050101,3,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"69",7814,12,2007,2050101,4,"N","","","Y","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"70",7305,15,2007,2050101,3,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"71",7333,4,2007,2050101,3,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"72",7820,17,2007,2050101,2,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"73",7487,13,2007,2050101,3,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"74",7226,15,2007,2050101,1,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"75",7660,13,2007,2050101,4,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"76",7667,28,2007,2050101,3,"N","","","N","N","","NEBCIN PED 10 MG/ML VIAL","NEBCIN",3
"77",7608,12,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"78",7530,13,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"79",7837,9,2007,2060440,2,"N","","","Y","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"80",7320,8,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"81",7729,13,2007,2060440,4,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"82",7737,8,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"83",7333,4,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"84",7454,12,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"85",7488,8,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"86",7326,7,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"87",7060,11,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"88",7845,7,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"89",7165,23,2007,2060440,1,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"90",7365,15,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"91",7826,14,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"92",7279,8,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"93",7670,13,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"94",7521,11,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"95",7878,9,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"96",7879,8,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"97",7400,5,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"98",7656,13,2007,2060440,3,"N","","","Y","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"99",7305,15,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"100",7742,7,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"101",7439,5,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"102",7732,10,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"103",7574,11,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"104",7659,13,2007,2060440,3,"N","","","Y","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"105",7345,12,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"106",7982,5,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"107",7413,10,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"108",7127,9,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"109",7761,15,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"110",7620,14,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"111",7839,9,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"112",7364,12,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"113",7638,13,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"114",7512,9,2007,2060440,3,"N","","","Y","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"115",7289,11,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"116",7398,10,2007,2060440,4,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"117",7745,17,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"118",7762,12,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"119",7858,15,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"120",7000,8,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"121",7285,7,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"122",7522,5,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"123",7316,8,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"124",7232,13,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"125",7228,13,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"126",7814,12,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"127",7541,11,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"128",7435,12,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"129",7723,9,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"130",7481,18,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"131",7499,13,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"132",7470,8,2007,2060440,3,"N","","","Y","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"133",7496,21,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"134",7602,11,2007,2060440,1,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"135",7349,11,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"136",7513,6,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"137",7768,12,2007,2060440,1,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"138",7434,16,2007,2060440,4,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"139",7160,6,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"140",7600,35,2007,2060440,3,"N","","","Y","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"141",7739,5,2007,2060440,2,"N","","","Y","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"142",7615,16,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"143",7781,14,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"144",7819,11,2007,2060440,4,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"145",7467,15,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"146",7361,8,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"147",7437,12,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"148",7994,3,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"149",7900,8,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"150",7223,4,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"151",7750,11,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"152",7725,9,2007,2060440,5,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"153",7853,12,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"154",7595,21,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"155",7671,18,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"156",7859,30,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"157",7776,5,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"158",7605,14,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"159",7760,5,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"160",7445,9,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"161",7721,12,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"162",7517,8,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"163",7225,50,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"164",7286,9,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"165",7373,6,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"166",7340,6,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"167",7422,7,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"168",7498,11,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"169",7226,15,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"170",7220,9,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"171",7510,10,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"172",7572,12,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"173",7476,16,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"174",7885,7,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"175",7586,8,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"176",7363,11,2007,2060440,1,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"177",7871,9,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"178",7314,6,2007,2060440,1,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"179",7731,11,2007,2060440,5,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"180",7589,8,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"181",7843,7,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"182",7291,10,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"183",7986,6,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"184",7666,5,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"185",7362,6,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"186",7436,3,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"187",7460,9,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"188",7556,5,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"189",7636,11,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"190",7748,12,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"191",7811,13,2007,2060440,5,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"192",7528,13,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"193",7710,13,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"194",7566,11,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"195",7427,6,2007,2060440,1,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"196",7766,10,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"197",7485,8,2007,2060440,3,"N","","","Y","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"198",7596,18,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"199",7791,7,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"200",7482,15,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"201",7302,13,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"202",7809,7,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"203",7738,5,2007,2060440,3,"N","","","Y","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"204",7820,17,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"205",7700,15,2007,2060440,4,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"206",7825,11,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"207",7366,9,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"208",7483,16,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"209",7728,10,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"210",7433,12,2007,2060440,1,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"211",7236,4,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"212",7632,9,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"213",7040,22,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"214",7730,11,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"215",7772,12,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"216",7711,9,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"217",7284,18,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"218",7724,15,2007,2060440,4,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"219",7295,15,2007,2060440,1,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"220",7313,7,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"221",7829,19,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"222",7423,7,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"223",7446,20,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"224",7227,20,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"225",7290,8,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"226",7493,13,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"227",7323,7,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"228",7654,15,2007,2060440,4,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"229",7447,9,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"230",7836,10,2007,2060440,2,"N","","","Y","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"231",7487,13,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"232",7770,10,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"233",7835,8,2007,2060440,3,"N","","","Y","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"234",7161,9,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"235",7385,5,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"236",7576,12,2007,2060440,2,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"237",7278,10,2007,2060440,3,"N","","","N","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"238",7767,5,2007,2060440,3,"N","","","Y","N","","SEROMYCIN 250 MG PULVULE","SEROMYCIN",3
"239",7760,5,2007,2080303,3,"N","","","N","N","","DARVON 65 MG PULVULE","DARVON",3
"240",7858,15,2007,2080303,3,"N","","","N","N","","DARVON 65 MG PULVULE","DARVON",3
"241",7460,9,2007,2080303,2,"N","","","N","N","","DARVON 65 MG PULVULE","DARVON",3
"242",7984,8,2007,2080303,2,"N","","","N","N","","DARVON 65 MG PULVULE","DARVON",3
"243",7400,5,2007,2080303,3,"N","","","N","N","","DARVON 65 MG PULVULE","DARVON",3
"244",7670,13,2007,2080303,3,"N","","","N","N","","DARVON 65 MG PULVULE","DARVON",3
