"","formulary_id","formulary_version","contract_year","ndc","tier_level_value","quantity_limit_yn","quantity_limit_amount","quantity_limit_days","prior_authorization_yn","step_therapy_yn","labelname","drugname","_merge"
"3020",8429,13,2008,2323830,2,"Y","2","1","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3021",8037,7,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3022",8454,12,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3023",8408,6,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3024",8050,7,2008,2323830,3,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3025",8419,6,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3026",8439,6,2008,2323830,3,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3027",8109,8,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3028",8458,7,2008,2323830,4,"Y","60","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3029",8575,24,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3030",8114,11,2008,2323830,3,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3031",8197,6,2008,2323830,2,"Y","60","30","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3032",8360,5,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3033",8049,13,2008,2323830,3,"Y","60","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3034",8012,18,2008,2323830,2,"Y","30","23","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3035",8315,7,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3036",8423,5,2008,2323830,3,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3037",8137,8,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3038",8071,7,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3039",8564,5,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3040",8406,6,2008,2323830,3,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3041",8147,8,2008,2323830,2,"Y","30","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3042",8009,26,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3043",8219,12,2008,2323830,2,"Y","60","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3044",8474,7,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3045",8538,12,2008,2323830,3,"N","","","N","Y","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3046",8172,9,2008,2323830,2,"N","","","Y","Y","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3047",8230,7,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3048",8494,7,2008,2323830,3,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3049",8180,13,2008,2323830,3,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3050",8116,7,2008,2323830,3,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3051",8023,8,2008,2323830,3,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3052",8170,7,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3053",8338,9,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3054",8467,9,2008,2323830,3,"Y","60","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3055",8259,7,2008,2323830,3,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3056",8222,7,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3057",8047,7,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3058",8078,7,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3059",8088,26,2008,2323830,2,"Y","60","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3060",8233,7,2008,2323830,2,"Y","34","1","N","Y","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3061",8362,13,2008,2323830,4,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3062",8150,9,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3063",8365,8,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3064",8321,7,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3065",8111,6,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3066",8027,21,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3067",8131,10,2008,2323830,4,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3068",8086,16,2008,2323830,3,"Y","60","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3069",8153,6,2008,2323830,3,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3070",8350,7,2008,2323830,3,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3071",8448,8,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3072",8277,7,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3073",8325,13,2008,2323830,3,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3074",8090,8,2008,2323830,2,"Y","30","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3075",8246,7,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3076",8421,6,2008,2323830,4,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3077",8275,12,2008,2323830,2,"Y","30","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3078",8199,13,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3079",8073,7,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3080",8469,9,2008,2323830,5,"Y","60","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3081",8344,8,2008,2323830,3,"N","","","N","Y","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3082",8028,8,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3083",8455,6,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3084",8357,8,2008,2323830,3,"Y","62","31","N","Y","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3085",8193,6,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3086",8274,7,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3087",8582,11,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3088",8297,11,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3089",8283,8,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3090",8244,12,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3091",8174,6,2008,2323830,3,"Y","60","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3092",8495,10,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3093",8171,7,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3094",8020,13,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3095",8160,8,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3096",8048,16,2008,2323830,3,"Y","60","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3097",8485,9,2008,2323830,2,"Y","60","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3098",8440,8,2008,2323830,2,"Y","60","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3099",8399,6,2008,2323830,3,"Y","62","31","N","Y","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3100",8417,8,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3101",8391,6,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3102",8077,7,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3103",8139,8,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3104",8446,14,2008,2323830,2,"Y","60","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3105",8195,8,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3106",8288,10,2008,2323830,2,"Y","30","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3107",8487,5,2008,2323830,2,"Y","60","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3108",8337,9,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3109",8069,9,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3110",8307,8,2008,2323830,3,"Y","60","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3111",8335,6,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3112",8332,6,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3113",8445,5,2008,2323830,2,"Y","60","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3114",8130,6,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3115",8346,8,2008,2323830,2,"Y","31","31","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3116",8502,4,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3117",8011,11,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3118",8089,8,2008,2323830,1,"Y","30","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3119",8107,11,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3120",8320,8,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3121",8260,7,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3122",8281,8,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3123",8133,31,2008,2323830,2,"Y","30","30","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3124",8444,5,2008,2323830,2,"Y","60","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3125",8319,9,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3126",8528,16,2008,2323830,3,"N","","","N","Y","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3127",8239,8,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3128",8314,5,2008,2323830,1,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3129",8251,8,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3130",8014,12,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3131",8294,12,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3132",8433,16,2008,2323830,3,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3133",8543,9,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3134",8200,5,2008,2323830,3,"N","","","N","Y","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3135",8128,6,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3136",8364,10,2008,2323830,3,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3137",8183,10,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3138",8434,6,2008,2323830,3,"Y","62","31","N","Y","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3139",8129,7,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3140",8411,12,2008,2323830,3,"Y","30","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3141",8159,5,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3142",8060,9,2008,2323830,3,"Y","30","30","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3143",8519,8,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3144",8497,29,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3145",8096,10,2008,2323830,2,"Y","30","30","N","Y","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3146",8401,6,2008,2323830,3,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3147",8486,6,2008,2323830,2,"Y","60","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3148",8471,9,2008,2323830,5,"Y","60","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3149",8327,8,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3150",8052,14,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3151",8168,6,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3152",8223,8,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3153",8092,12,2008,2323830,4,"Y","30","30","N","Y","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3154",8418,5,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3155",8516,7,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3156",8438,6,2008,2323830,4,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3157",8245,11,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3158",8143,5,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3159",8142,5,2008,2323830,1,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3160",8015,8,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3161",8548,9,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3162",8010,7,2008,2323830,3,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3163",8562,8,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3164",8432,12,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3165",8331,12,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3166",8435,8,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3167",8544,17,2008,2323830,3,"N","","","N","Y","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3168",8270,8,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3169",8546,7,2008,2323830,2,"Y","60","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3170",8152,12,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3171",8356,21,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3172",8019,8,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3173",8580,7,2008,2323830,4,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3174",8570,21,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3175",8363,7,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3176",8566,6,2008,2323830,2,"Y","60","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3177",8123,7,2008,2323830,4,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3178",8428,10,2008,2323830,2,"Y","2","1","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3179",8031,14,2008,2323830,2,"Y","30","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3180",8063,10,2008,2323830,2,"Y","30","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3181",8099,6,2008,2323830,3,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3182",8328,9,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3183",8021,10,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3184",8271,20,2008,2323830,3,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3185",8329,12,2008,2323830,3,"N","","","N","Y","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3186",8533,14,2008,2323830,3,"N","","","N","Y","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3187",8080,18,2008,2323830,3,"Y","60","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3188",8144,8,2008,2323830,2,"Y","34","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3189",8216,22,2008,2323830,2,"Y","60","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3190",8388,12,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3191",8284,9,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3192",8164,8,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3193",8289,19,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3194",8522,9,2008,2323830,3,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3195",8032,7,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3196",8581,7,2008,2323830,5,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3197",8201,6,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3198",8134,8,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3199",8231,8,2008,2323830,3,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3200",8525,9,2008,2323830,3,"N","","","N","Y","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3201",8478,14,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3202",8473,9,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3203",8348,9,2008,2323830,2,"Y","2","1","N","Y","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3204",8156,5,2008,2323830,3,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3205",8295,7,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3206",8366,8,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3207",8426,7,2008,2323830,3,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3208",8468,10,2008,2323830,2,"Y","60","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3209",8053,14,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3210",8583,12,2008,2323830,3,"Y","180","90","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3211",8293,7,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3212",8154,5,2008,2323830,3,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3213",8278,8,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3214",8352,8,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3215",8234,17,2008,2323830,2,"Y","30","30","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3216",8537,6,2008,2323830,3,"Y","60","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3217",8135,9,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3218",8309,18,2008,2323830,3,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3219",8453,15,2008,2323830,2,"Y","60","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3220",8226,7,2008,2323830,3,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3221",8167,9,2008,2323830,1,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3222",8521,9,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3223",8034,7,2008,2323830,2,"Y","60","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3224",8094,9,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3225",8255,7,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3226",8358,8,2008,2323830,3,"Y","62","31","N","Y","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3227",8549,14,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3228",8057,7,2008,2323830,3,"Y","30","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3229",8100,7,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3230",8025,8,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3231",8184,5,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3232",8224,7,2008,2323830,3,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3233",8541,13,2008,2323830,3,"Y","60","27","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3234",8276,8,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3235",8173,7,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3236",8145,5,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3237",8013,18,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3238",8056,10,2008,2323830,3,"Y","62","31","N","Y","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3239",8178,9,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3240",8353,16,2008,2323830,3,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3241",8022,9,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3242",8483,7,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3243",8110,5,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3244",8040,11,2008,2323830,3,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3245",8039,11,2008,2323830,3,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3246",8265,8,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3247",8162,7,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3248",8189,5,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3249",8322,7,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3250",8410,10,2008,2323830,3,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3251",8536,13,2008,2323830,3,"N","","","N","Y","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3252",8179,14,2008,2323830,3,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3253",8420,16,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3254",8122,6,2008,2323830,3,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3255",8061,7,2008,2323830,3,"Y","30","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3256",8461,7,2008,2323830,2,"Y","60","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3257",8493,6,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3258",8273,7,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3259",8424,6,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3260",8442,8,2008,2323830,2,"Y","60","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3261",8334,9,2008,2323830,2,"Y","60","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3262",8578,7,2008,2323830,4,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3263",8190,5,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3264",8228,8,2008,2323830,3,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3265",8093,7,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3266",8534,6,2008,2323830,2,"Y","60","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3267",8404,6,2008,2323830,2,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3268",8115,9,2008,2323830,3,"N","","","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3269",8026,7,2008,2323830,2,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3270",8499,8,2008,2323830,1,"N","","","Y","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
"3271",8585,11,2008,2323830,2,"Y","60","30","N","N","STRATTERA 18 MG CAPSULE","STRATTERA",3
