"","ingredient","date","plans","plans_pa_free","plans_pa_only","covering_plans","uncovered_plans","prop_covering_plans_pa_free","prop_all_plans_pa_free","any_pa_free_enrollment","pa_only_enrollment","total_enrollment","uncovered_enrollment","prop_apf","prop_pao","prop_uncov","generic","combination_totalnumber","first_approval_date","first_appearance_date","first_generic_approval_date","branded_approvals","generic_approvals","date_10_percent_g","date_50_percent_g","total_ndcs","anda_ndcs","nda_ndcs","nda_authorized_generic_ndcs","approval_date1","reform","conversion_date","period","conversion_period","ingredient_id"
"1672","DROXIDOPA",2023-12-31,458,61,363,424,34,0.143867924528302,0.133187772925764,26711954.5,17356353.5,52175579.5,8107271.5,0.511962775612296,0.332652817013753,0.155384407373952,1,0,2014-02-18,2015-06-30,2021-02-18,1,16,2021-06-30,2021-06-30,1335,1272,63,0,NA,0,2021-06-30,31,25,99
"1673","DROXIDOPA",2024-06-30,458,61,363,424,34,0.143867924528302,0.133187772925764,25767774.1666667,18862603.8333333,54020465.5,9390087.5,0.477000224418034,0.349175144248495,0.173824631333471,1,0,2014-02-18,2015-06-30,2021-02-18,1,16,2021-06-30,2021-06-30,1335,1272,63,0,NA,0,2021-06-30,32,25,99
"1674","DUVELISIB",2019-06-30,381,58,323,381,0,0.152230971128609,0.152230971128609,23244398.6666667,15145031.5,45486150.1666667,7096719.99999999,0.51102145557486,0.33295918525764,0.1560193591675,0,0,2018-09-24,2019-06-30,NA,1,NA,NA,NA,762,0,762,0,NA,0,NA,22,0,100
"1675","DUVELISIB",2019-12-31,381,38,343,381,0,0.0997375328083989,0.0997375328083989,20353100.8333333,18530458.8333333,46040144.8333333,7156585.16666667,0.442072910652478,0.402484807561187,0.155442281786335,0,0,2018-09-24,2019-06-30,NA,1,NA,NA,NA,762,0,762,0,NA,0,NA,23,0,100
"1676","DUVELISIB",2020-06-30,381,38,343,381,0,0.0997375328083989,0.0997375328083989,20639258.6666667,19277383.5,47111324,7194681.83333333,0.438095492002447,0.40918789503772,0.152716612959834,0,0,2018-09-24,2019-06-30,NA,1,NA,NA,NA,762,0,762,0,NA,0,NA,24,0,100
"1677","DUVELISIB",2020-12-31,387,48,339,387,0,0.124031007751938,0.124031007751938,23259246,17138552.6666667,47655291.1666667,7257492.49999999,0.488072686801022,0.359635881915554,0.152291431283424,0,0,2018-09-24,2019-06-30,NA,1,NA,NA,NA,774,0,774,0,NA,0,NA,25,0,100
"1678","DUVELISIB",2021-06-30,387,48,339,387,0,0.124031007751938,0.124031007751938,23266980.3333333,17902267.1666667,48524595.8333333,7355348.33333334,0.479488390037252,0.368931814046536,0.151579795916212,0,0,2018-09-24,2019-06-30,NA,1,NA,NA,NA,774,0,774,0,NA,0,NA,26,0,100
"1679","DUVELISIB",2021-12-31,392,46,346,392,0,0.11734693877551,0.11734693877551,22536551.5,19079000.5,49099205.1666667,7483653.16666666,0.459000332561392,0.388580638632266,0.152419028806342,0,0,2018-09-24,2019-06-30,NA,1,NA,NA,NA,784,0,784,0,NA,0,NA,27,0,100
"1680","DUVELISIB",2022-06-30,392,46,346,392,0,0.11734693877551,0.11734693877551,22368703.8333333,20157992.6666667,49987567.8333333,7460871.33333334,0.447485340913449,0.403260121274087,0.149254537812464,0,0,2018-09-24,2019-06-30,NA,1,NA,NA,NA,784,0,784,0,NA,0,NA,28,0,100
"1681","DUVELISIB",2022-12-31,411,58,353,411,0,0.141119221411192,0.141119221411192,24097372.3333333,18938455.1666667,50588557.6666667,7552730.16666666,0.476340371119364,0.374362425816805,0.149297203063831,0,0,2018-09-24,2019-06-30,NA,1,NA,NA,NA,822,0,822,0,NA,0,NA,29,0,100
"1682","DUVELISIB",2023-06-30,411,58,353,411,0,0.141119221411192,0.141119221411192,24034283.6666667,19786654.6666667,51451040,7630101.66666666,0.467129209957013,0.384572491958698,0.148298298084289,0,0,2018-09-24,2019-06-30,NA,1,NA,NA,NA,822,0,822,0,NA,0,NA,30,0,100
"1683","DUVELISIB",2023-12-31,458,51,407,458,0,0.111353711790393,0.111353711790393,23776880.8333333,20681972.1666667,52175579.5,7716726.5,0.455708993770416,0.396391805608343,0.147899200621241,0,0,2018-09-24,2019-06-30,NA,1,NA,NA,NA,916,0,916,0,NA,0,NA,31,0,100
"1684","DUVELISIB",2024-06-30,458,51,407,458,0,0.111353711790393,0.111353711790393,23120519.6666667,22012003,54020465.5,8887942.83333333,0.427995565248631,0.407475255836142,0.164529178915227,0,0,2018-09-24,2019-06-30,NA,1,NA,NA,NA,916,0,916,0,NA,0,NA,32,0,100
"1685","EDARAVONE",2018-06-30,360,44,132,176,184,0.25,0.122222222222222,21275809.3333333,7944083.66666667,43940940.8333333,14721047.8333333,0.484191028454121,0.180790022152651,0.335018949393228,0,0,2017-05-05,2018-06-30,2024-05-06,2,4,NA,NA,176,0,176,0,NA,0,NA,20,0,101
"1686","EDARAVONE",2018-12-31,381,0,0,0,381,NA,0,0,0,44439815.6666667,44439815.6666667,0,0,1,0,0,2017-05-05,2018-06-30,2024-05-06,2,4,NA,NA,NA,NA,NA,NA,NA,0,NA,21,0,101
"1687","EDARAVONE",2019-06-30,381,0,0,0,381,NA,0,0,0,45486150.1666667,45486150.1666667,0,0,1,0,0,2017-05-05,2018-06-30,2024-05-06,2,4,NA,NA,NA,NA,NA,NA,NA,0,NA,22,0,101
"1688","EDARAVONE",2019-12-31,381,0,0,0,381,NA,0,0,0,46040144.8333333,46040144.8333333,0,0,1,0,0,2017-05-05,2018-06-30,2024-05-06,2,4,NA,NA,NA,NA,NA,NA,NA,0,NA,23,0,101
"1689","EDARAVONE",2020-06-30,381,0,0,0,381,NA,0,0,0,47111324,47111324,0,0,1,0,0,2017-05-05,2018-06-30,2024-05-06,2,4,NA,NA,NA,NA,NA,NA,NA,0,NA,24,0,101
"1690","EDARAVONE",2020-12-31,387,0,0,0,387,NA,0,0,0,47655291.1666667,47655291.1666667,0,0,1,0,0,2017-05-05,2018-06-30,2024-05-06,2,4,NA,NA,NA,NA,NA,NA,NA,0,NA,25,0,101
"1691","EDARAVONE",2021-06-30,387,0,0,0,387,NA,0,0,0,48524595.8333333,48524595.8333333,0,0,1,0,0,2017-05-05,2018-06-30,2024-05-06,2,4,NA,NA,NA,NA,NA,NA,NA,0,NA,26,0,101
"1692","EDARAVONE",2021-12-31,392,0,0,0,392,NA,0,0,0,49099205.1666667,49099205.1666667,0,0,1,0,0,2017-05-05,2018-06-30,2024-05-06,2,4,NA,NA,NA,NA,NA,NA,NA,0,NA,27,0,101
"1693","EDARAVONE",2022-06-30,392,0,0,0,392,NA,0,0,0,49987567.8333333,49987567.8333333,0,0,1,0,0,2017-05-05,2018-06-30,2024-05-06,2,4,NA,NA,NA,NA,NA,NA,NA,0,NA,28,0,101
"1694","EDARAVONE",2022-12-31,411,56,21,77,334,0.727272727272727,0.13625304136253,23237856.1666667,4950373,50588557.6666667,22400328.5,0.459350043537184,0.0978555868822853,0.442794369580531,0,0,2017-05-05,2018-06-30,2024-05-06,2,4,NA,NA,77,0,77,0,NA,0,NA,29,0,101
"1695","EDARAVONE",2023-06-30,411,56,26,82,329,0.682926829268293,0.13625304136253,23178857.5,5993607,51451040,22278575.5,0.450503187107588,0.11649146450684,0.433005348385572,0,0,2017-05-05,2018-06-30,2024-05-06,2,4,NA,NA,82,0,82,0,NA,0,NA,30,0,101
"1696","EDARAVONE",2023-12-31,458,49,28,77,381,0.636363636363636,0.106986899563319,22923148.6666667,6427650,52175579.5,22824780.8333333,0.439346316540033,0.123192690174146,0.437460993285821,0,0,2017-05-05,2018-06-30,2024-05-06,2,4,NA,NA,77,0,77,0,NA,0,NA,31,0,101
"1697","EDARAVONE",2024-06-30,458,49,145,194,264,0.252577319587629,0.106986899563319,22397020.3333333,16364786.3333333,54020465.5,15258658.8333333,0.414602505291876,0.30293678852755,0.282460706180574,0,0,2017-05-05,2018-06-30,2024-05-06,2,4,NA,NA,194,0,194,0,NA,0,NA,32,0,101
"1698","EDOXABAN TOSYLATE",2015-06-30,313,49,0,49,264,1,0.156549520766773,21048484.8333333,0,39124221.6666667,18075736.8333333,0.537991145553353,0,0.462008854446647,0,0,2015-01-08,2015-06-30,NA,1,NA,NA,NA,147,0,147,0,NA,0,NA,14,0,102
"1699","EDOXABAN TOSYLATE",2015-12-31,308,50,0,50,258,1,0.162337662337662,21591045,0,39712338.3333333,18121293.3333333,0.543686065997205,0,0.456313934002795,0,0,2015-01-08,2015-06-30,NA,1,NA,NA,NA,150,0,150,0,NA,0,NA,15,0,102
"1700","EDOXABAN TOSYLATE",2016-06-30,308,201,0,201,107,1,0.652597402597403,31173863,0,40823603.6666667,9649740.66666666,0.763623497193956,0,0.236376502806044,0,0,2015-01-08,2015-06-30,NA,1,NA,NA,NA,603,0,603,0,NA,0,NA,16,0,102
"1701","EDOXABAN TOSYLATE",2016-12-31,307,201,0,201,106,1,0.654723127035831,31642546.1666667,0,41414834.3333333,9772288.16666667,0.764038941022606,0,0.235961058977394,0,0,2015-01-08,2015-06-30,NA,1,NA,NA,NA,603,0,603,0,NA,0,NA,17,0,102
"1702","EDOXABAN TOSYLATE",2017-06-30,307,201,0,201,106,1,0.654723127035831,32586985.1666667,0,42422643.3333333,9835658.16666667,0.768150747010657,0,0.231849252989343,0,0,2015-01-08,2015-06-30,NA,1,NA,NA,NA,603,0,603,0,NA,0,NA,18,0,102
"1703","EDOXABAN TOSYLATE",2017-12-31,360,156,0,156,204,1,0.433333333333333,26304136.6666667,0,42975235.6666667,16671099,0.612076612463331,0,0.387923387536669,0,0,2015-01-08,2015-06-30,NA,1,NA,NA,NA,468,0,468,0,NA,0,NA,19,0,102
"1704","EDOXABAN TOSYLATE",2018-06-30,360,156,0,156,204,1,0.433333333333333,27250732,0,43940940.8333333,16690208.8333333,0.620167240008838,0,0.379832759991162,0,0,2015-01-08,2015-06-30,NA,1,NA,NA,NA,468,0,468,0,NA,0,NA,20,0,102
"1705","EDOXABAN TOSYLATE",2018-12-31,381,47,0,47,334,1,0.123359580052493,22708898.8333333,0,44439815.6666667,21730916.8333333,0.51100344348113,0,0.48899655651887,0,0,2015-01-08,2015-06-30,NA,1,NA,NA,NA,141,0,141,0,NA,0,NA,21,0,102
"1706","EDOXABAN TOSYLATE",2019-06-30,381,47,0,47,334,1,0.123359580052493,22283965.3333333,0,45486150.1666667,23202184.8333333,0.489906603475613,0,0.510093396524387,0,0,2015-01-08,2015-06-30,NA,1,NA,NA,NA,141,0,141,0,NA,0,NA,22,0,102
"1707","EDOXABAN TOSYLATE",2019-12-31,381,50,1,51,330,0.980392156862745,0.131233595800525,22547090,616510.666666667,46040144.8333333,22876544.1666667,0.489726739166897,0.0133907195318011,0.496882541301302,0,0,2015-01-08,2015-06-30,NA,1,NA,NA,NA,153,0,153,0,NA,0,NA,23,0,102
"1708","EDOXABAN TOSYLATE",2020-06-30,381,50,1,51,330,0.980392156862745,0.131233595800525,22799563.1666667,575082,47111324,23736678.8333333,0.483950804835514,0.0122068740840313,0.503842321080455,0,0,2015-01-08,2015-06-30,NA,1,NA,NA,NA,153,0,153,0,NA,0,NA,24,0,102
"1709","EDOXABAN TOSYLATE",2020-12-31,387,47,0,47,340,1,0.121447028423773,21495911,0,47655291.1666667,26159380.1666667,0.451070814462586,0,0.548929185537414,0,0,2015-01-08,2015-06-30,NA,1,NA,NA,NA,141,0,141,0,NA,0,NA,25,0,102
"1710","EDOXABAN TOSYLATE",2021-06-30,387,47,0,47,340,1,0.121447028423773,21494095.3333333,0,48524595.8333333,27030500.5,0.44295258856269,0,0.55704741143731,0,0,2015-01-08,2015-06-30,NA,1,NA,NA,NA,141,0,141,0,NA,0,NA,26,0,102
"1711","EDOXABAN TOSYLATE",2021-12-31,392,37,0,37,355,1,0.0943877551020408,18432491.5,0,49099205.1666667,30666713.6666667,0.375413236068306,0,0.624586763931694,0,0,2015-01-08,2015-06-30,NA,1,NA,NA,NA,111,0,111,0,NA,0,NA,27,0,102
"1712","EDOXABAN TOSYLATE",2022-06-30,392,37,0,37,355,1,0.0943877551020408,18991975,0,49987567.8333333,30995592.8333333,0.379933968048262,0,0.620066031951738,0,0,2015-01-08,2015-06-30,NA,1,NA,NA,NA,111,0,111,0,NA,0,NA,28,0,102
"1713","EDOXABAN TOSYLATE",2022-12-31,411,13,0,13,398,1,0.0316301703163017,12106766.6666667,0,50588557.6666667,38481791,0.239318281150442,0,0.760681718849558,0,0,2015-01-08,2015-06-30,NA,1,NA,NA,NA,39,0,39,0,NA,0,NA,29,0,102
"1714","EDOXABAN TOSYLATE",2023-06-30,411,13,0,13,398,1,0.0316301703163017,11885347,0,51451040,39565693,0.231003046780007,0,0.768996953219993,0,0,2015-01-08,2015-06-30,NA,1,NA,NA,NA,39,0,39,0,NA,0,NA,30,0,102
"1715","EDOXABAN TOSYLATE",2023-12-31,458,25,0,25,433,1,0.0545851528384279,16700575.8333333,0,52175579.5,35475003.6666667,0.320084146517881,0,0.679915853482119,0,0,2015-01-08,2015-06-30,NA,1,NA,NA,NA,75,0,75,0,NA,0,NA,31,0,102
"1716","EDOXABAN TOSYLATE",2024-06-30,458,25,0,25,433,1,0.0545851528384279,16118854.1666667,0,54020465.5,37901611.3333333,0.298384214528227,0,0.701615785471773,0,0,2015-01-08,2015-06-30,NA,1,NA,NA,NA,75,0,75,0,NA,0,NA,32,0,102
"1717","EFINACONAZOLE",2014-12-31,313,36,3,39,274,0.923076923076923,0.115015974440895,18221583.8333333,1317709,37953172.5,18413879.6666667,0.480107001156052,0.0347193373623773,0.485173661481571,0,0,2014-06-06,2014-12-31,2020-12-16,1,6,NA,NA,39,0,39,0,NA,0,NA,13,0,103
"1718","EFINACONAZOLE",2015-06-30,313,38,23,61,252,0.622950819672131,0.121405750798722,18186278.5,2533911.83333333,39124221.6666667,18404031.3333333,0.464834256766684,0.0647658081206557,0.47039993511266,0,0,2014-06-06,2014-12-31,2020-12-16,1,6,NA,NA,61,0,61,0,NA,0,NA,14,0,103
"1719","EFINACONAZOLE",2015-12-31,308,36,22,58,250,0.620689655172414,0.116883116883117,18054899,2596838.33333333,39712338.3333333,19060601,0.454642052262263,0.065391222031205,0.479966725706532,0,0,2014-06-06,2014-12-31,2020-12-16,1,6,NA,NA,58,0,58,0,NA,0,NA,15,0,103
"1720","EFINACONAZOLE",2016-06-30,308,54,18,72,236,0.75,0.175324675324675,22013682.5,1030207.66666667,40823603.6666667,17779713.5,0.539239080404228,0.0252355885844505,0.435525331011321,0,0,2014-06-06,2014-12-31,2020-12-16,1,6,NA,NA,72,0,72,0,NA,0,NA,16,0,103
"1721","EFINACONAZOLE",2016-12-31,307,136,10,146,161,0.931506849315068,0.44299674267101,27957063.3333333,415779.166666667,41414834.3333333,13041991.8333333,0.675049502994913,0.0100393777582256,0.314911119246861,0,0,2014-06-06,2014-12-31,2020-12-16,1,6,NA,NA,146,0,146,0,NA,0,NA,17,0,103
"1722","EFINACONAZOLE",2017-06-30,307,138,10,148,159,0.932432432432432,0.449511400651466,29730647.1666667,450325.5,42422643.3333333,12241670.6666667,0.700820241988693,0.0106152154749433,0.288564542536364,0,0,2014-06-06,2014-12-31,2020-12-16,1,6,NA,NA,148,0,148,0,NA,0,NA,18,0,103
"1723","EFINACONAZOLE",2017-12-31,360,173,10,183,177,0.945355191256831,0.480555555555556,29971983.8333333,778801.5,42975235.6666667,12224450.3333333,0.697424536907911,0.0181220995747574,0.284453363517332,0,0,2014-06-06,2014-12-31,2020-12-16,1,6,NA,NA,183,0,183,0,NA,0,NA,19,0,103
"1724","EFINACONAZOLE",2018-06-30,360,173,10,183,177,0.945355191256831,0.480555555555556,30816913.3333333,747240,43940940.8333333,12376787.5,0.701325751085325,0.0170055530407111,0.281668695873964,0,0,2014-06-06,2014-12-31,2020-12-16,1,6,NA,NA,183,0,183,0,NA,0,NA,20,0,103
"1725","EFINACONAZOLE",2018-12-31,381,197,9,206,175,0.956310679611651,0.517060367454068,32345559.3333333,732153.166666667,44439815.6666667,11362103.1666667,0.727850888850447,0.0164751620969445,0.255673949052609,0,0,2014-06-06,2014-12-31,2020-12-16,1,6,NA,NA,206,0,206,0,NA,0,NA,21,0,103
"1726","EFINACONAZOLE",2019-06-30,381,197,9,206,175,0.956310679611651,0.517060367454068,32728953.3333333,787749.666666667,45486150.1666667,11969447.1666667,0.719536676843623,0.0173184510841269,0.26314487207225,0,0,2014-06-06,2014-12-31,2020-12-16,1,6,NA,NA,206,0,206,0,NA,0,NA,22,0,103
"1727","EFINACONAZOLE",2019-12-31,381,222,8,230,151,0.965217391304348,0.582677165354331,33794227.3333333,656831.166666667,46040144.8333333,11589086.3333333,0.734016529610613,0.0142664878454317,0.251716982543955,0,0,2014-06-06,2014-12-31,2020-12-16,1,6,NA,NA,230,0,230,0,NA,0,NA,23,0,103
"1728","EFINACONAZOLE",2020-06-30,381,217,10,227,154,0.955947136563877,0.569553805774278,34162970.6666667,677758.166666667,47111324,12270595.1666667,0.725154119350725,0.0143863111694052,0.26045956947987,0,0,2014-06-06,2014-12-31,2020-12-16,1,6,NA,NA,227,0,227,0,NA,0,NA,24,0,103
"1729","EFINACONAZOLE",2020-12-31,387,297,0,297,90,1,0.767441860465116,38560606.6666667,0,47655291.1666667,9094684.5,0.809156878966644,0,0.190843121033356,0,0,2014-06-06,2014-12-31,2020-12-16,1,6,NA,NA,297,0,297,0,NA,0,NA,25,0,103
"1730","EFINACONAZOLE",2021-06-30,387,297,0,297,90,1,0.767441860465116,39204769.3333333,0,48524595.8333333,9319826.5,0.807936030379096,0,0.192063969620904,0,0,2014-06-06,2014-12-31,2020-12-16,1,6,NA,NA,297,0,297,0,NA,0,NA,26,0,103
"1731","EFINACONAZOLE",2021-12-31,392,263,0,263,129,1,0.670918367346939,37276998.6666667,0,49099205.1666667,11822206.5,0.759217965751795,0,0.240782034248205,0,0,2014-06-06,2014-12-31,2020-12-16,1,6,NA,NA,263,0,263,0,NA,0,NA,27,0,103
"1732","EFINACONAZOLE",2022-06-30,392,263,0,263,129,1,0.670918367346939,38801749,0,49987567.8333333,11185818.8333333,0.776227983913347,0,0.223772016086653,0,0,2014-06-06,2014-12-31,2020-12-16,1,6,NA,NA,263,0,263,0,NA,0,NA,28,0,103
"1733","EFINACONAZOLE",2022-12-31,411,247,34,281,130,0.879003558718861,0.600973236009732,35909460.8333333,689133.666666667,50588557.6666667,13989963.1666667,0.70983365586235,0.0136223228819339,0.276544021255716,0,0,2014-06-06,2014-12-31,2020-12-16,1,6,NA,NA,281,0,281,0,NA,0,NA,29,0,103
"1734","EFINACONAZOLE",2023-06-30,411,247,34,281,130,0.879003558718861,0.600973236009732,36615812.8333333,862745.5,51451040,13972481.6666667,0.711663220672183,0.0167682810687597,0.271568498259057,0,0,2014-06-06,2014-12-31,2020-12-16,1,6,NA,NA,281,0,281,0,NA,0,NA,30,0,103
"1735","EFINACONAZOLE",2023-12-31,458,257,30,287,171,0.895470383275261,0.561135371179039,37247762,798469.333333333,52175579.5,14129348.1666667,0.713892636305074,0.0153035067551733,0.270803856939752,0,0,2014-06-06,2014-12-31,2020-12-16,1,6,NA,NA,287,0,287,0,NA,0,NA,31,0,103
"1736","EFINACONAZOLE",2024-06-30,458,257,30,287,171,0.895470383275261,0.561135371179039,36887277.8333333,703315.833333333,54020465.5,16429871.8333333,0.682838948015606,0.013019433039379,0.304141618945015,0,0,2014-06-06,2014-12-31,2020-12-16,1,6,NA,NA,287,0,287,0,NA,0,NA,32,0,103
"1737","ELACESTRANT DIHYDROCHLORIDE",2023-06-30,411,59,352,411,0,0.143552311435523,0.143552311435523,24441203.1666667,19379735.1666667,51451040,7630101.66666666,0.475038078271434,0.376663623644278,0.148298298084289,0,0,2023-01-27,2023-06-30,NA,1,NA,NA,NA,822,0,822,0,NA,0,NA,30,0,104
"1738","ELACESTRANT DIHYDROCHLORIDE",2023-12-31,458,54,404,458,0,0.117903930131004,0.117903930131004,25118941.6666667,19339911.3333333,52175579.5,7716726.5,0.481431004837554,0.370669794541205,0.147899200621241,0,0,2023-01-27,2023-06-30,NA,1,NA,NA,NA,916,0,916,0,NA,0,NA,31,0,104
"1739","ELACESTRANT DIHYDROCHLORIDE",2024-06-30,458,54,404,458,0,0.117903930131004,0.117903930131004,24307378.5,20825144.1666667,54020465.5,8887942.83333333,0.449966105901105,0.385504715183668,0.164529178915227,0,0,2023-01-27,2023-06-30,NA,1,NA,NA,NA,916,0,916,0,NA,0,NA,32,0,104
"1740","ELAGOLIX SODIUM",2019-06-30,381,39,38,77,304,0.506493506493506,0.102362204724409,20204834,6524671.83333333,45486150.1666667,18756644.3333333,0.44419749585241,0.14344304385898,0.41235946028861,0,1,2018-07-23,2019-06-30,NA,1,NA,NA,NA,154,0,154,0,NA,0,NA,22,0,105
"1741","ELAGOLIX SODIUM",2019-12-31,381,38,44,82,299,0.463414634146341,0.0997375328083989,20049688.3333333,7119498.83333333,46040144.8333333,18870957.6666667,0.435482738073779,0.154636760138486,0.409880501787735,0,1,2018-07-23,2019-06-30,NA,1,NA,NA,NA,164,0,164,0,NA,0,NA,23,0,105
"1742","ELAGOLIX SODIUM",2020-06-30,381,38,44,82,299,0.463414634146341,0.0997375328083989,20461838.6666667,6699840.66666667,47111324,19949644.6666667,0.434329518454346,0.142212956415037,0.423457525130618,0,1,2018-07-23,2019-06-30,NA,1,NA,NA,NA,164,0,164,0,NA,0,NA,24,0,105
"1743","ELAGOLIX SODIUM",2020-12-31,387,44,23,67,320,0.656716417910448,0.113695090439276,22156808.6666667,4988293.33333333,47655291.1666667,20510189.1666667,0.464939110101685,0.104674490727327,0.430386399170988,0,1,2018-07-23,2019-06-30,NA,1,NA,NA,NA,134,0,134,0,NA,0,NA,25,0,105
"1744","ELAGOLIX SODIUM",2021-06-30,387,44,23,67,320,0.656716417910448,0.113695090439276,22250811.8333333,4814929,48524595.8333333,21458855,0.458547082179888,0.0992265657716709,0.442226352048441,0,1,2018-07-23,2019-06-30,NA,1,NA,NA,NA,134,0,134,0,NA,0,NA,26,0,105
"1745","ELAGOLIX SODIUM",2021-12-31,392,47,21,68,324,0.691176470588235,0.119897959183673,23179674.3333333,4100351.66666667,49099205.1666667,21819179.1666667,0.472098769311035,0.0835115691333102,0.444389661555655,0,1,2018-07-23,2019-06-30,NA,1,NA,NA,NA,136,0,136,0,NA,0,NA,27,0,105
"1746","ELAGOLIX SODIUM",2022-06-30,392,47,21,68,324,0.691176470588235,0.119897959183673,23060656.6666667,4482068.16666667,49987567.8333333,22444843,0.461327839425087,0.0896636576040389,0.449008502970874,0,1,2018-07-23,2019-06-30,NA,1,NA,NA,NA,136,0,136,0,NA,0,NA,28,0,105
"1747","ELAGOLIX SODIUM",2022-12-31,411,59,22,81,330,0.728395061728395,0.143552311435523,24805749,4089486.66666667,50588557.6666667,21693322,0.490343076461039,0.0808381747827785,0.428818748756183,0,1,2018-07-23,2019-06-30,NA,1,NA,NA,NA,162,0,162,0,NA,0,NA,29,0,105
"1748","ELAGOLIX SODIUM",2023-06-30,411,59,22,81,330,0.728395061728395,0.143552311435523,24823156.1666667,4343639,51451040,22284244.8333333,0.482461698862971,0.0844227638547248,0.433115537282304,0,1,2018-07-23,2019-06-30,NA,1,NA,NA,NA,162,0,162,0,NA,0,NA,30,0,105
"1749","ELAGOLIX SODIUM",2023-12-31,458,52,21,73,385,0.712328767123288,0.11353711790393,24266000.1666667,4680618,52175579.5,23228961.3333333,0.465083481567592,0.089708979657811,0.445207538774597,0,1,2018-07-23,2019-06-30,NA,1,NA,NA,NA,146,0,146,0,NA,0,NA,31,0,105
"1750","ELAGOLIX SODIUM",2024-06-30,458,52,21,73,385,0.712328767123288,0.11353711790393,23585308.5,4847518.33333333,54020465.5,25587638.6666667,0.436599505052395,0.0897348493476668,0.473665645599938,0,1,2018-07-23,2019-06-30,NA,1,NA,NA,NA,146,0,146,0,NA,0,NA,32,0,105
"1751","ELEXACAFTOR, IVACAFTOR, TEZACAFTOR; IVACAFTOR",2020-06-30,381,33,259,292,89,0.113013698630137,0.0866141732283465,18189689.6666667,19653383.6666667,47111324,9268250.66666666,0.386100158566265,0.417168994585392,0.196730846848343,0,0,2019-10-21,2020-06-30,NA,2,NA,NA,NA,292,0,292,0,NA,0,NA,24,0,106
"1752","ELEXACAFTOR, IVACAFTOR, TEZACAFTOR; IVACAFTOR",2020-12-31,387,41,255,296,91,0.138513513513514,0.10594315245478,20666967.8333333,17614022,47655291.1666667,9374301.33333334,0.433676247219935,0.369613144076653,0.196710608703412,0,0,2019-10-21,2020-06-30,NA,2,NA,NA,NA,296,0,296,0,NA,0,NA,25,0,106
"1753","ELEXACAFTOR, IVACAFTOR, TEZACAFTOR; IVACAFTOR",2021-06-30,387,41,272,313,74,0.130990415335463,0.10594315245478,20780479.3333333,18546948.5,48524595.8333333,9197168.00000001,0.428246314605231,0.382217475106911,0.189536210287858,0,0,2019-10-21,2020-06-30,NA,2,NA,NA,NA,313,0,313,0,NA,0,NA,26,0,106
"1754","ELEXACAFTOR, IVACAFTOR, TEZACAFTOR; IVACAFTOR",2021-12-31,392,44,285,329,63,0.133738601823708,0.112244897959184,21696372,18305132.8333333,49099205.1666667,9097700.33333334,0.44188845677546,0.372819331213138,0.185292212011402,0,0,2019-10-21,2020-06-30,NA,2,NA,NA,NA,658,0,658,0,NA,0,NA,27,0,106
"1755","ELEXACAFTOR, IVACAFTOR, TEZACAFTOR; IVACAFTOR",2022-06-30,392,44,285,329,63,0.133738601823708,0.112244897959184,21529111.8333333,19569420.5,49987567.8333333,8889035.50000001,0.43068932469599,0.391485750321913,0.177824924982097,0,0,2019-10-21,2020-06-30,NA,2,NA,NA,NA,658,0,658,0,NA,0,NA,28,0,106
"1756","ELEXACAFTOR, IVACAFTOR, TEZACAFTOR; IVACAFTOR",2022-12-31,411,56,331,387,24,0.144702842377261,0.13625304136253,23237856.1666667,19394914,50588557.6666667,7955787.49999999,0.459350043537184,0.383385391767742,0.157264564695074,0,0,2019-10-21,2020-06-30,NA,2,NA,NA,NA,774,0,774,0,NA,0,NA,29,0,106
"1757","ELEXACAFTOR, IVACAFTOR, TEZACAFTOR; IVACAFTOR",2023-06-30,411,56,331,387,24,0.144702842377261,0.13625304136253,23178857.5,20204316.1666667,51451040,8067866.33333333,0.450503187107588,0.392690141281239,0.156806671611173,0,0,2019-10-21,2020-06-30,NA,2,NA,NA,NA,774,0,774,0,NA,0,NA,30,0,106
"1758","ELEXACAFTOR, IVACAFTOR, TEZACAFTOR; IVACAFTOR",2023-12-31,458,49,403,452,6,0.108407079646018,0.106986899563319,22923148.6666667,21522611.3333333,52175579.5,7729819.5,0.439346316540033,0.412503541687224,0.148150141772743,0,0,2019-10-21,2020-06-30,NA,2,NA,NA,NA,1808,0,1808,0,NA,0,NA,31,0,106
"1759","ELEXACAFTOR, IVACAFTOR, TEZACAFTOR; IVACAFTOR",2024-06-30,458,49,403,452,6,0.108407079646018,0.106986899563319,22397020.3333333,22722752,54020465.5,8900693.16666667,0.414602505291876,0.42063228796131,0.164765206746815,0,0,2019-10-21,2020-06-30,NA,2,NA,NA,NA,1808,0,1808,0,NA,0,NA,32,0,106
"1760","ELIGLUSTAT TARTRATE",2015-06-30,313,116,52,168,145,0.69047619047619,0.370607028753994,23553976.3333333,3270048.83333333,39124221.6666667,12300196.5,0.602030540927055,0.0835811856193263,0.314388273453619,0,0,2014-08-19,2015-06-30,2021-09-08,1,4,NA,NA,168,0,168,0,NA,0,NA,14,0,107
