"","ingredient","date","plans","plans_pa_free","plans_pa_only","covering_plans","uncovered_plans","prop_covering_plans_pa_free","prop_all_plans_pa_free","any_pa_free_enrollment","pa_only_enrollment","total_enrollment","uncovered_enrollment","prop_apf","prop_pao","prop_uncov","generic","combination_totalnumber","first_approval_date","first_appearance_date","first_generic_approval_date","branded_approvals","generic_approvals","date_10_percent_g","date_50_percent_g","total_ndcs","anda_ndcs","nda_ndcs","nda_authorized_generic_ndcs","approval_date1","reform","conversion_date","period","conversion_period","ingredient_id"
"1","ABALOPARATIDE",2017-12-31,360,37,236,273,87,0.135531135531136,0.102777777777778,19018815.8333333,13753231.5,42975235.6666667,10203188.3333333,0.442552915377846,0.320026901229248,0.237420183392905,0,0,2017-04-28,2017-12-31,NA,1,NA,NA,NA,273,0,273,0,NA,0,NA,19,0,1
"2","ABALOPARATIDE",2018-06-30,360,39,241,280,80,0.139285714285714,0.108333333333333,21189266.1666667,12815191.3333333,43940940.8333333,9936483.33333334,0.482221494688448,0.291645811179623,0.226132694131929,0,0,2017-04-28,2017-12-31,NA,1,NA,NA,NA,280,0,280,0,NA,0,NA,20,0,1
"3","ABALOPARATIDE",2018-12-31,381,42,277,319,62,0.13166144200627,0.110236220472441,22243619.5,14645263.3333333,44439815.6666667,7550932.83333333,0.500533568069781,0.329552747094728,0.169913684835491,0,0,2017-04-28,2017-12-31,NA,1,NA,NA,NA,319,0,319,0,NA,0,NA,21,0,1
"4","ABALOPARATIDE",2019-06-30,381,42,277,319,62,0.13166144200627,0.110236220472441,21816263.1666667,15634619,45486150.1666667,8035267.99999999,0.479624305128688,0.34372262639755,0.176653068473762,0,0,2017-04-28,2017-12-31,NA,1,NA,NA,NA,319,0,319,0,NA,0,NA,22,0,1
"5","ABALOPARATIDE",2019-12-31,381,44,337,381,0,0.115485564304462,0.115485564304462,22535792.5,16347767.1666667,46040144.8333333,7156585.16666667,0.489481355490523,0.355076362723142,0.155442281786335,0,0,2017-04-28,2017-12-31,NA,1,NA,NA,NA,381,0,381,0,NA,0,NA,23,0,1
"6","ABALOPARATIDE",2020-06-30,381,44,337,381,0,0.115485564304462,0.115485564304462,22833270.1666667,17083372,47111324,7194681.83333333,0.484666280375959,0.362617106664207,0.152716612959834,0,0,2017-04-28,2017-12-31,NA,1,NA,NA,NA,381,0,381,0,NA,0,NA,24,0,1
"7","ABALOPARATIDE",2020-12-31,387,44,343,387,0,0.113695090439276,0.113695090439276,22156808.6666667,18240990,47655291.1666667,7257492.49999999,0.464939110101685,0.382769458614891,0.152291431283424,0,0,2017-04-28,2017-12-31,NA,1,NA,NA,NA,387,0,387,0,NA,0,NA,25,0,1
"8","ABALOPARATIDE",2021-06-30,387,44,343,387,0,0.113695090439276,0.113695090439276,22250811.8333333,18918435.6666667,48524595.8333333,7355348.33333334,0.458547082179888,0.3898731219039,0.151579795916212,0,0,2017-04-28,2017-12-31,NA,1,NA,NA,NA,387,0,387,0,NA,0,NA,26,0,1
"9","ABALOPARATIDE",2021-12-31,392,48,329,377,15,0.127320954907162,0.122448979591837,23546929.1666667,17929788.5,49099205.1666667,7622487.49999999,0.479578622235063,0.365174720021181,0.155246657743757,0,0,2017-04-28,2017-12-31,NA,1,NA,NA,NA,377,0,377,0,NA,0,NA,27,0,1
"10","ABALOPARATIDE",2022-06-30,392,48,329,377,15,0.127320954907162,0.122448979591837,23460900.3333333,18943082.5,49987567.8333333,7583585.00000001,0.469334703611822,0.378955874851909,0.151709421536269,0,0,2017-04-28,2017-12-31,NA,1,NA,NA,NA,377,0,377,0,NA,0,NA,28,0,1
"11","ABALOPARATIDE",2022-12-31,411,21,387,408,3,0.0514705882352941,0.0510948905109489,16714568.1666667,26304348.1666667,50588557.6666667,7569641.33333333,0.330402148976073,0.519966359586466,0.149631491437461,0,0,2017-04-28,2017-12-31,NA,1,NA,NA,NA,408,0,408,0,NA,0,NA,29,0,1
"12","ABALOPARATIDE",2023-06-30,411,31,377,408,3,0.0759803921568627,0.0754257907542579,19781494.8333333,24027040.1666667,51451040,7642505,0.384472205680067,0.466988425630787,0.148539368689146,0,0,2017-04-28,2017-12-31,NA,1,NA,NA,NA,408,0,408,0,NA,0,NA,30,0,1
"13","ABALOPARATIDE",2023-12-31,458,34,371,405,53,0.0839506172839506,0.074235807860262,21143952.8333333,23287691.3333333,52175579.5,7743935.33333334,0.405246152241267,0.446333161155083,0.14842068660365,0,0,2017-04-28,2017-12-31,NA,1,NA,NA,NA,405,0,405,0,NA,0,NA,31,0,1
"14","ABALOPARATIDE",2024-06-30,458,34,371,405,53,0.0839506172839506,0.074235807860262,20159185,24799526.5,54020465.5,9061754,0.373176810185021,0.459076504996056,0.167746684818923,0,0,2017-04-28,2017-12-31,NA,1,NA,NA,NA,405,0,405,0,NA,0,NA,32,0,1
"15","ABEMACICLIB",2018-06-30,360,57,303,360,0,0.158333333333333,0.158333333333333,23526028.6666667,13467559,43940940.8333333,6947353.16666666,0.535401113870096,0.306492276783104,0.158106609346799,0,0,2017-09-28,2018-06-30,NA,1,NA,NA,NA,1440,0,1440,0,NA,0,NA,20,0,2
"16","ABEMACICLIB",2018-12-31,381,58,323,381,0,0.152230971128609,0.152230971128609,23738031.6666667,13696299.6666667,44439815.6666667,7005484.33333333,0.534161344068581,0.308198840638755,0.157639815292663,0,0,2017-09-28,2018-06-30,NA,1,NA,NA,NA,1524,0,1524,0,NA,0,NA,21,0,2
"17","ABEMACICLIB",2019-06-30,381,58,323,381,0,0.152230971128609,0.152230971128609,23244398.6666667,15145031.5,45486150.1666667,7096719.99999999,0.51102145557486,0.33295918525764,0.1560193591675,0,0,2017-09-28,2018-06-30,NA,1,NA,NA,NA,1524,0,1524,0,NA,0,NA,22,0,2
"18","ABEMACICLIB",2019-12-31,381,40,341,381,0,0.10498687664042,0.10498687664042,21318117.6666667,17565442,46040144.8333333,7156585.16666666,0.463033245091623,0.381524473122042,0.155442281786335,0,0,2017-09-28,2018-06-30,NA,1,NA,NA,NA,1524,0,1524,0,NA,0,NA,23,0,2
"19","ABEMACICLIB",2020-06-30,381,40,341,381,0,0.10498687664042,0.10498687664042,21596292.5,18320349.6666667,47111324,7194681.83333333,0.458409797610443,0.388873589429723,0.152716612959834,0,0,2017-09-28,2018-06-30,NA,1,NA,NA,NA,1524,0,1524,0,NA,0,NA,24,0,2
"20","ABEMACICLIB",2020-12-31,387,48,339,387,0,0.124031007751938,0.124031007751938,23259246,17138552.6666667,47655291.1666667,7257492.49999999,0.488072686801022,0.359635881915554,0.152291431283424,0,0,2017-09-28,2018-06-30,NA,1,NA,NA,NA,1548,0,1548,0,NA,0,NA,25,0,2
"21","ABEMACICLIB",2021-06-30,387,48,339,387,0,0.124031007751938,0.124031007751938,23266980.3333333,17902267.1666667,48524595.8333333,7355348.33333334,0.479488390037252,0.368931814046536,0.151579795916212,0,0,2017-09-28,2018-06-30,NA,1,NA,NA,NA,1548,0,1548,0,NA,0,NA,26,0,2
"22","ABEMACICLIB",2021-12-31,392,46,346,392,0,0.11734693877551,0.11734693877551,22536551.5,19079000.5,49099205.1666667,7483653.16666666,0.459000332561392,0.388580638632266,0.152419028806342,0,0,2017-09-28,2018-06-30,NA,1,NA,NA,NA,1568,0,1568,0,NA,0,NA,27,0,2
"23","ABEMACICLIB",2022-06-30,392,46,346,392,0,0.11734693877551,0.11734693877551,22368703.8333333,20157992.6666667,49987567.8333333,7460871.33333334,0.447485340913449,0.403260121274087,0.149254537812464,0,0,2017-09-28,2018-06-30,NA,1,NA,NA,NA,1568,0,1568,0,NA,0,NA,28,0,2
"24","ABEMACICLIB",2022-12-31,411,58,353,411,0,0.141119221411192,0.141119221411192,24097372.3333333,18938455.1666667,50588557.6666667,7552730.16666666,0.476340371119364,0.374362425816805,0.149297203063831,0,0,2017-09-28,2018-06-30,NA,1,NA,NA,NA,1644,0,1644,0,NA,0,NA,29,0,2
"25","ABEMACICLIB",2023-06-30,411,58,353,411,0,0.141119221411192,0.141119221411192,24034283.6666667,19786654.6666667,51451040,7630101.66666666,0.467129209957013,0.384572491958698,0.148298298084289,0,0,2017-09-28,2018-06-30,NA,1,NA,NA,NA,1644,0,1644,0,NA,0,NA,30,0,2
"26","ABEMACICLIB",2023-12-31,458,51,407,458,0,0.111353711790393,0.111353711790393,23776880.8333333,20681972.1666667,52175579.5,7716726.5,0.455708993770416,0.396391805608343,0.147899200621241,0,0,2017-09-28,2018-06-30,NA,1,NA,NA,NA,1832,0,1832,0,NA,0,NA,31,0,2
"27","ABEMACICLIB",2024-06-30,458,51,407,458,0,0.111353711790393,0.111353711790393,23120519.6666667,22012003,54020465.5,8887942.83333333,0.427995565248631,0.407475255836142,0.164529178915227,0,0,2017-09-28,2018-06-30,NA,1,NA,NA,NA,1832,0,1832,0,NA,0,NA,32,0,2
"28","ABIRATERONE ACETATE",2011-12-31,236,168,68,236,0,0.711864406779661,0.711864406779661,24724470.1666667,2045410.5,29724917.1666667,2955036.5,0.831775914732995,0.0688113103404611,0.0994127749265441,1,1,2011-04-28,2011-12-31,2018-10-31,2,15,2019-06-30,2021-06-30,236,0,236,0,NA,0,2019-06-30,7,21,3
"29","ABIRATERONE ACETATE",2012-06-30,236,168,68,236,0,0.711864406779661,0.711864406779661,25319340,2511560.66666667,31370864.8333333,3539964.16666666,0.807097290256938,0.0800602941617979,0.112842415581264,1,1,2011-04-28,2011-12-31,2018-10-31,2,15,2019-06-30,2021-06-30,236,0,236,0,NA,0,2019-06-30,8,21,3
"30","ABIRATERONE ACETATE",2012-12-31,263,163,100,263,0,0.619771863117871,0.619771863117871,25464026.6666667,2882543.33333333,32050503.1666667,3703933.16666667,0.79449693922902,0.0899375375900885,0.115565523180892,1,1,2011-04-28,2011-12-31,2018-10-31,2,15,2019-06-30,2021-06-30,263,0,263,0,NA,0,2019-06-30,9,21,3
"31","ABIRATERONE ACETATE",2013-06-30,263,163,100,263,0,0.619771863117871,0.619771863117871,25582878,3782044.5,35122292.5,5757370,0.728394309682376,0.107682165109239,0.163923525208384,1,1,2011-04-28,2011-12-31,2018-10-31,2,15,2019-06-30,2021-06-30,263,0,263,0,NA,0,2019-06-30,10,21,3
"32","ABIRATERONE ACETATE",2013-12-31,317,203,114,317,0,0.640378548895899,0.640378548895899,25472523.8333333,4402228.83333333,35932131.6666667,6057379,0.708906559444776,0.122515103589503,0.168578336965721,1,1,2011-04-28,2011-12-31,2018-10-31,2,15,2019-06-30,2021-06-30,317,0,317,0,NA,0,2019-06-30,11,21,3
"33","ABIRATERONE ACETATE",2014-06-30,317,203,114,317,0,0.640378548895899,0.640378548895899,25536590.5,5282769.16666667,37296148.6666667,6476789,0.684697788188067,0.141643825315082,0.173658386496851,1,1,2011-04-28,2011-12-31,2018-10-31,2,15,2019-06-30,2021-06-30,317,0,317,0,NA,0,2019-06-30,12,21,3
"34","ABIRATERONE ACETATE",2014-12-31,313,82,231,313,0,0.261980830670927,0.261980830670927,23132603.3333333,8190125,37953172.5,6630444.16666667,0.609503812450286,0.215795530663477,0.174700656886237,1,1,2011-04-28,2011-12-31,2018-10-31,2,15,2019-06-30,2021-06-30,313,0,313,0,NA,0,2019-06-30,13,21,3
"35","ABIRATERONE ACETATE",2015-06-30,313,82,231,313,0,0.261980830670927,0.261980830670927,23141725.8333333,9403270.33333333,39124221.6666667,6579225.5,0.59149357731632,0.240343959132222,0.168162463551458,1,1,2011-04-28,2011-12-31,2018-10-31,2,15,2019-06-30,2021-06-30,313,0,313,0,NA,0,2019-06-30,14,21,3
"36","ABIRATERONE ACETATE",2015-12-31,308,70,238,308,0,0.227272727272727,0.227272727272727,22321427.6666667,10729516,39712338.3333333,6661394.66666667,0.562077898292147,0.270180917324477,0.167741184383376,1,1,2011-04-28,2011-12-31,2018-10-31,2,15,2019-06-30,2021-06-30,308,0,308,0,NA,0,2019-06-30,15,21,3
"37","ABIRATERONE ACETATE",2016-06-30,308,72,236,308,0,0.233766233766234,0.233766233766234,23043890.1666667,11185839.6666667,40823603.6666667,6593873.83333333,0.564474668988678,0.274004219666676,0.161521111344645,1,1,2011-04-28,2011-12-31,2018-10-31,2,15,2019-06-30,2021-06-30,308,0,308,0,NA,0,2019-06-30,16,21,3
"38","ABIRATERONE ACETATE",2016-12-31,307,57,220,277,30,0.205776173285199,0.185667752442997,21003871,13364090,41414834.3333333,7046873.33333334,0.507158155721384,0.322688481437283,0.170153362841332,1,1,2011-04-28,2011-12-31,2018-10-31,2,15,2019-06-30,2021-06-30,277,0,277,0,NA,0,2019-06-30,17,21,3
"39","ABIRATERONE ACETATE",2017-06-30,307,57,220,277,30,0.205776173285199,0.185667752442997,21450526.5,13948954.6666667,42422643.3333333,7023162.16666667,0.50563861217826,0.328809182328965,0.165552205492774,1,1,2011-04-28,2011-12-31,2018-10-31,2,15,2019-06-30,2021-06-30,277,0,277,0,NA,0,2019-06-30,18,21,3
"40","ABIRATERONE ACETATE",2017-12-31,360,43,317,360,0,0.119444444444444,0.119444444444444,21292182.6666667,14814246.1666667,42975235.6666667,6868806.83333333,0.495452377081012,0.344715879665488,0.1598317432535,1,1,2011-04-28,2011-12-31,2018-10-31,2,15,2019-06-30,2021-06-30,360,0,360,0,NA,0,2019-06-30,19,21,3
"41","ABIRATERONE ACETATE",2018-06-30,360,43,317,360,0,0.119444444444444,0.119444444444444,22085538.6666667,14908049,43940940.8333333,6947353.16666666,0.502618702463301,0.3392746881899,0.158106609346799,1,1,2011-04-28,2011-12-31,2018-10-31,2,15,2019-06-30,2021-06-30,360,0,360,0,NA,0,2019-06-30,20,21,3
"42","ABIRATERONE ACETATE",2018-12-31,381,44,337,381,0,0.115485564304462,0.115485564304462,22823870.6666667,14610460.6666667,44439815.6666667,7005484.33333333,0.513590579174845,0.328769605532492,0.157639815292663,1,1,2011-04-28,2011-12-31,2018-10-31,2,15,2019-06-30,2021-06-30,1035,0,1035,0,NA,0,2019-06-30,21,21,3
"43","ABIRATERONE ACETATE",2019-06-30,381,44,337,381,0,0.115485564304462,0.115485564304462,22338990.8333333,16050439.3333333,45486150.1666667,7096720,0.491116323352946,0.352864317479554,0.1560193591675,1,1,2011-04-28,2011-12-31,2018-10-31,2,15,2019-06-30,2021-06-30,1415,381,1034,0,NA,0,2019-06-30,22,21,3
"44","ABIRATERONE ACETATE",2019-12-31,381,41,340,381,0,0.10761154855643,0.10761154855643,21403661.6666667,17479898,46040144.8333333,7156585.16666666,0.464891275736611,0.379666442477054,0.155442281786335,1,1,2011-04-28,2011-12-31,2018-10-31,2,15,2019-06-30,2021-06-30,1056,381,675,0,NA,0,2019-06-30,23,21,3
"45","ABIRATERONE ACETATE",2020-06-30,381,41,340,381,0,0.10761154855643,0.10761154855643,21672807.1666667,18243835,47111324,7194681.83333333,0.460033922346709,0.387249464693457,0.152716612959834,1,1,2011-04-28,2011-12-31,2018-10-31,2,15,2019-06-30,2021-06-30,1056,381,675,0,NA,0,2019-06-30,24,21,3
"46","ABIRATERONE ACETATE",2020-12-31,387,51,336,387,0,0.131782945736434,0.131782945736434,24276759.3333333,16121039.3333333,47655291.1666667,7257492.5,0.509424215842671,0.338284352873905,0.152291431283424,1,1,2011-04-28,2011-12-31,2018-10-31,2,15,2019-06-30,2021-06-30,874,0,487,387,NA,0,2019-06-30,25,21,3
"47","ABIRATERONE ACETATE",2021-06-30,387,51,336,387,0,0.131782945736434,0.131782945736434,24346399.3333333,16822848.1666667,48524595.8333333,7355348.33333334,0.501733170884216,0.346687033199572,0.151579795916212,1,1,2011-04-28,2011-12-31,2018-10-31,2,15,2019-06-30,2021-06-30,1260,387,486,387,NA,0,2019-06-30,26,21,3
"48","ABIRATERONE ACETATE",2021-12-31,392,51,341,392,0,0.130102040816327,0.130102040816327,24043619.6666667,17571932.3333333,49099205.1666667,7483653.16666666,0.489694682124708,0.35788628906895,0.152419028806342,1,1,2011-04-28,2011-12-31,2018-10-31,2,15,2019-06-30,2021-06-30,1220,779,441,0,NA,0,2019-06-30,27,21,3
"49","ABIRATERONE ACETATE",2022-06-30,392,51,341,392,0,0.130102040816327,0.130102040816327,23983876.1666667,18542820.3333333,49987567.8333333,7460871.33333334,0.479796821614382,0.370948640573154,0.149254537812464,1,1,2011-04-28,2011-12-31,2018-10-31,2,15,2019-06-30,2021-06-30,1220,779,441,0,NA,0,2019-06-30,28,21,3
"50","ABIRATERONE ACETATE",2022-12-31,411,68,343,411,0,0.165450121654501,0.165450121654501,26625092.6666667,16410734.8333333,50588557.6666667,7552730.16666666,0.52630661743911,0.324396179497059,0.149297203063831,1,1,2011-04-28,2011-12-31,2018-10-31,2,15,2019-06-30,2021-06-30,1246,791,455,0,NA,0,2019-06-30,29,21,3
"51","ABIRATERONE ACETATE",2023-06-30,411,68,343,411,0,0.165450121654501,0.165450121654501,26828594.8333333,16992343.5,51451040,7630101.66666667,0.521439310718177,0.330262391197535,0.148298298084289,1,1,2011-04-28,2011-12-31,2018-10-31,2,15,2019-06-30,2021-06-30,1246,791,455,0,NA,0,2019-06-30,30,21,3
"52","ABIRATERONE ACETATE",2023-12-31,458,62,396,458,0,0.135371179039301,0.135371179039301,26748555.8333333,17710297.1666667,52175579.5,7716726.5,0.512664278761548,0.339436520617211,0.147899200621241,1,1,2011-04-28,2011-12-31,2018-10-31,2,15,2019-06-30,2021-06-30,1377,882,495,0,NA,0,2019-06-30,31,21,3
"53","ABIRATERONE ACETATE",2024-06-30,458,62,396,458,0,0.135371179039301,0.135371179039301,25906159.5,19226363.1666667,54020465.5,8887942.83333333,0.479561944907713,0.35590887617706,0.164529178915227,1,1,2011-04-28,2011-12-31,2018-10-31,2,15,2019-06-30,2021-06-30,1377,882,495,0,NA,0,2019-06-30,32,21,3
"54","ABROCITINIB",2022-06-30,392,44,8,52,340,0.846153846153846,0.112244897959184,21529111.8333333,3036430.33333333,49987567.8333333,25422025.6666667,0.43068932469599,0.0607437101852462,0.508566965118764,0,0,2022-01-14,2022-06-30,NA,1,NA,NA,NA,156,0,156,0,NA,0,NA,28,0,4
"55","ABROCITINIB",2022-12-31,411,56,24,80,331,0.7,0.13625304136253,23237856.1666667,5312004.83333333,50588557.6666667,22038696.6666667,0.459350043537184,0.105004077568977,0.435645878893839,0,0,2022-01-14,2022-06-30,NA,1,NA,NA,NA,240,0,240,0,NA,0,NA,29,0,4
"56","ABROCITINIB",2023-06-30,411,56,24,80,331,0.7,0.13625304136253,23178857.5,5547303.66666667,51451040,22724878.8333333,0.450503187107588,0.10781713385515,0.441679679037262,0,0,2022-01-14,2022-06-30,NA,1,NA,NA,NA,240,0,240,0,NA,0,NA,30,0,4
"57","ABROCITINIB",2023-12-31,458,49,27,76,382,0.644736842105263,0.106986899563319,22923148.6666667,6366529.33333333,52175579.5,22885901.5,0.439346316540033,0.122021248146048,0.438632435313919,0,0,2022-01-14,2022-06-30,NA,1,NA,NA,NA,228,0,228,0,NA,0,NA,31,0,4
"58","ABROCITINIB",2024-06-30,458,49,27,76,382,0.644736842105263,0.106986899563319,22397020.3333333,6379620.16666667,54020465.5,25243825,0.414602505291876,0.118096356771799,0.467301137936325,0,0,2022-01-14,2022-06-30,NA,1,NA,NA,NA,228,0,228,0,NA,0,NA,32,0,4
"59","ACALABRUTINIB",2018-06-30,360,57,303,360,0,0.158333333333333,0.158333333333333,23526028.6666667,13467559,43940940.8333333,6947353.16666666,0.535401113870096,0.306492276783104,0.158106609346799,0,0,2017-10-31,2018-06-30,NA,2,NA,NA,NA,360,0,360,0,NA,0,NA,20,0,5
"60","ACALABRUTINIB",2018-12-31,381,62,319,381,0,0.162729658792651,0.162729658792651,24852058.5,12582272.8333333,44439815.6666667,7005484.33333333,0.559229558610455,0.283130626096881,0.157639815292663,0,0,2017-10-31,2018-06-30,NA,2,NA,NA,NA,381,0,381,0,NA,0,NA,21,0,5
"61","ACALABRUTINIB",2019-06-30,381,62,319,381,0,0.162729658792651,0.162729658792651,24342789.8333333,14046640.3333333,45486150.1666667,7096720,0.535169271176797,0.308811369655703,0.1560193591675,0,0,2017-10-31,2018-06-30,NA,2,NA,NA,NA,381,0,381,0,NA,0,NA,22,0,5
"62","ACALABRUTINIB",2019-12-31,381,39,342,381,0,0.102362204724409,0.102362204724409,20969611.5,17913948.1666667,46040144.8333333,7156585.16666666,0.455463630184279,0.389094088029386,0.155442281786335,0,0,2017-10-31,2018-06-30,NA,2,NA,NA,NA,381,0,381,0,NA,0,NA,23,0,5
"63","ACALABRUTINIB",2020-06-30,381,39,342,381,0,0.102362204724409,0.102362204724409,21214340.6666667,18702301.5,47111324,7194681.83333333,0.450302366086478,0.396981020953688,0.152716612959834,0,0,2017-10-31,2018-06-30,NA,2,NA,NA,NA,381,0,381,0,NA,0,NA,24,0,5
"64","ACALABRUTINIB",2020-12-31,387,49,338,387,0,0.126614987080103,0.126614987080103,23838346.6666667,16559452,47655291.1666667,7257492.49999999,0.500224551840338,0.347484016876237,0.152291431283424,0,0,2017-10-31,2018-06-30,NA,2,NA,NA,NA,387,0,387,0,NA,0,NA,25,0,5
"65","ACALABRUTINIB",2021-06-30,387,49,338,387,0,0.126614987080103,0.126614987080103,23895785.6666667,17273461.8333333,48524595.8333333,7355348.33333334,0.492446876811528,0.35597332727226,0.151579795916212,0,0,2017-10-31,2018-06-30,NA,2,NA,NA,NA,387,0,387,0,NA,0,NA,26,0,5
"66","ACALABRUTINIB",2021-12-31,392,47,345,392,0,0.119897959183673,0.119897959183673,23179674.3333333,18435877.6666667,49099205.1666667,7483653.16666666,0.472098769311035,0.375482201882623,0.152419028806342,0,0,2017-10-31,2018-06-30,NA,2,NA,NA,NA,392,0,392,0,NA,0,NA,27,0,5
"67","ACALABRUTINIB",2022-06-30,392,47,345,392,0,0.119897959183673,0.119897959183673,23060656.6666667,19466039.8333333,49987567.8333333,7460871.33333334,0.461327839425087,0.389417622762449,0.149254537812464,0,0,2017-10-31,2018-06-30,NA,2,NA,NA,NA,392,0,392,0,NA,0,NA,28,0,5
"68","ACALABRUTINIB",2022-12-31,411,57,354,411,0,0.138686131386861,0.138686131386861,23946232.8333333,19089594.6666667,50588557.6666667,7552730.16666666,0.473352748878859,0.37735004805731,0.149297203063831,0,0,2017-10-31,2018-06-30,NA,2,NA,NA,NA,411,0,411,0,NA,0,NA,29,0,5
"69","ACALABRUTINIB",2023-06-30,411,59,352,411,0,0.143552311435523,0.143552311435523,24823156.1666667,18997782.1666667,51451040,7630101.66666666,0.482461698862971,0.36924000305274,0.148298298084289,0,0,2017-10-31,2018-06-30,NA,2,NA,NA,NA,822,0,822,0,NA,0,NA,30,0,5
"70","ACALABRUTINIB",2023-12-31,458,51,407,458,0,0.111353711790393,0.111353711790393,23776880.8333333,20681972.1666667,52175579.5,7716726.5,0.455708993770416,0.396391805608343,0.147899200621241,0,0,2017-10-31,2018-06-30,NA,2,NA,NA,NA,916,0,916,0,NA,0,NA,31,0,5
"71","ACALABRUTINIB",2024-06-30,458,51,407,458,0,0.111353711790393,0.111353711790393,23120519.6666667,22012003,54020465.5,8887942.83333333,0.427995565248631,0.407475255836142,0.164529178915227,0,0,2017-10-31,2018-06-30,NA,2,NA,NA,NA,916,0,916,0,NA,0,NA,32,0,5
"72","ACLIDINIUM BROMIDE",2013-06-30,263,203,6,209,54,0.971291866028708,0.771863117870722,27604979.5,830818.833333333,35122292.5,6686494.16666667,0.785967473507033,0.0236550285928327,0.190377497900135,0,1,2012-07-23,2013-06-30,NA,1,NA,NA,NA,209,0,209,0,NA,0,NA,10,0,6
"73","ACLIDINIUM BROMIDE",2013-12-31,317,253,0,253,64,1,0.798107255520505,27620208.8333333,0,35932131.6666667,8311922.83333333,0.768677157524609,0,0.231322842475391,0,1,2012-07-23,2013-06-30,NA,1,NA,NA,NA,253,0,253,0,NA,0,NA,11,0,6
"74","ACLIDINIUM BROMIDE",2014-06-30,317,275,0,275,42,1,0.867507886435331,29502776.1666667,0,37296148.6666667,7793372.5,0.79104082382197,0,0.20895917617803,0,1,2012-07-23,2013-06-30,NA,1,NA,NA,NA,275,0,275,0,NA,0,NA,12,0,6
"75","ACLIDINIUM BROMIDE",2014-12-31,313,231,0,231,82,1,0.738019169329074,29965945.6666667,0,37953172.5,7987226.83333333,0.789550482681432,0,0.210449517318568,0,1,2012-07-23,2013-06-30,NA,1,NA,NA,NA,231,0,231,0,NA,0,NA,13,0,6
"76","ACLIDINIUM BROMIDE",2015-06-30,313,234,0,234,79,1,0.747603833865815,30565641.6666667,0,39124221.6666667,8558580,0.781245999654179,0,0.218754000345821,0,1,2012-07-23,2013-06-30,NA,1,NA,NA,NA,234,0,234,0,NA,0,NA,14,0,6
"77","ACLIDINIUM BROMIDE",2015-12-31,308,220,0,220,88,1,0.714285714285714,29582459,0,39712338.3333333,10129879.3333333,0.744918588064339,0,0.255081411935661,0,1,2012-07-23,2013-06-30,NA,1,NA,NA,NA,439,0,439,0,NA,0,NA,15,0,6
"78","ACLIDINIUM BROMIDE",2016-06-30,308,220,0,220,88,1,0.714285714285714,30970008,0,40823603.6666667,9853595.66666666,0.758629939994437,0,0.241370060005563,0,1,2012-07-23,2013-06-30,NA,1,NA,NA,NA,440,0,440,0,NA,0,NA,16,0,6
"79","ACLIDINIUM BROMIDE",2016-12-31,307,216,0,216,91,1,0.703583061889251,31497734.6666667,0,41414834.3333333,9917099.66666667,0.760542331599169,0,0.239457668400831,0,1,2012-07-23,2013-06-30,NA,1,NA,NA,NA,432,0,432,0,NA,0,NA,17,0,6
"80","ACLIDINIUM BROMIDE",2017-06-30,307,216,0,216,91,1,0.703583061889251,32877694.6666667,0,42422643.3333333,9544948.66666667,0.775003443522653,0,0.224996556477347,0,1,2012-07-23,2013-06-30,NA,1,NA,NA,NA,432,0,432,0,NA,0,NA,18,0,6
"81","ACLIDINIUM BROMIDE",2017-12-31,360,234,0,234,126,1,0.65,32916121.6666667,0,42975235.6666667,10059114,0.765932313250762,0,0.234067686749238,0,1,2012-07-23,2013-06-30,NA,1,NA,NA,NA,468,0,468,0,NA,0,NA,19,0,6
"82","ACLIDINIUM BROMIDE",2018-06-30,360,234,0,234,126,1,0.65,33572536.3333333,0,43940940.8333333,10368404.5,0.764037721920269,0,0.235962278079731,0,1,2012-07-23,2013-06-30,NA,1,NA,NA,NA,468,0,468,0,NA,0,NA,20,0,6
"83","ACLIDINIUM BROMIDE",2018-12-31,381,258,0,258,123,1,0.677165354330709,34991114,0,44439815.6666667,9448701.66666666,0.787382068874018,0,0.212617931125982,0,1,2012-07-23,2013-06-30,NA,1,NA,NA,NA,516,0,516,0,NA,0,NA,21,0,6
"84","ACLIDINIUM BROMIDE",2019-06-30,381,258,0,258,123,1,0.677165354330709,34926552.1666667,0,45486150.1666667,10559598,0.767850258566435,0,0.232149741433566,0,1,2012-07-23,2013-06-30,NA,1,NA,NA,NA,516,0,516,0,NA,0,NA,22,0,6
"85","ACLIDINIUM BROMIDE",2019-12-31,381,111,0,111,270,1,0.291338582677165,29555630.1666667,0,46040144.8333333,16484514.6666667,0.641953457654378,0,0.358046542345622,0,1,2012-07-23,2013-06-30,NA,1,NA,NA,NA,222,0,222,0,NA,0,NA,23,0,6
"86","ACLIDINIUM BROMIDE",2020-06-30,381,111,0,111,270,1,0.291338582677165,29351273.3333333,0,47111324,17760050.6666667,0.623019495977938,0,0.376980504022062,0,1,2012-07-23,2013-06-30,NA,1,NA,NA,NA,222,0,222,0,NA,0,NA,24,0,6
"87","ACLIDINIUM BROMIDE",2020-12-31,387,99,0,99,288,1,0.255813953488372,27616538.3333333,0,47655291.1666667,20038752.8333333,0.579506234402156,0,0.420493765597844,0,1,2012-07-23,2013-06-30,NA,1,NA,NA,NA,198,0,198,0,NA,0,NA,25,0,6
